,avancealas,department_name,mesas_number,mesas_percentage,mesas_total,municipality_name,no_percentage,no_votes,resaltar,si_percentage,si_votes,url,votacion_percentage,votacion_personas_number,votacion_personas_total,votosnomarcados,votosnulos,votosvalidos
272,16:45:15,Boyaca,10.0,100.0,10.0,Mongua,76.01,1258.0,5.0,23.98,397.0,http://plebiscito.registraduria.gov.co/99PL/DPL07154ZZZZZZZZZZZZ_L1.htm,42.11,1686.0,4003.0,5,25,1655.0
273,16:35:15,Boyaca,9.0,100.0,9.0,Mongui,62.14,870.0,4.0,37.85,530.0,http://plebiscito.registraduria.gov.co/99PL/DPL07157ZZZZZZZZZZZZ_L1.htm,39.36,1434.0,3643.0,0,29,1400.0
274,16:50:15,Boyaca,42.0,100.0,42.0,Moniquira,48.07,3016.0,7.0,51.92,3257.0,http://plebiscito.registraduria.gov.co/99PL/DPL07160ZZZZZZZZZZZZ_L1.htm,37.19,6492.0,17452.0,3,162,6273.0
275,16:35:15,Boyaca,12.0,100.0,12.0,Motavita,46.67,836.0,5.0,53.32,955.0,http://plebiscito.registraduria.gov.co/99PL/DPL07161ZZZZZZZZZZZZ_L1.htm,37.38,1846.0,4938.0,1,41,1791.0
276,16:35:15,Boyaca,17.0,100.0,17.0,Muzo,63.14,1470.0,4.0,36.85,858.0,http://plebiscito.registraduria.gov.co/99PL/DPL07163ZZZZZZZZZZZZ_L1.htm,33.63,2420.0,7195.0,8,55,2328.0
277,16:40:15,Boyaca,27.0,100.0,27.0,Nobsa,49.76,2809.0,5.0,50.23,2835.0,http://plebiscito.registraduria.gov.co/99PL/DPL07166ZZZZZZZZZZZZ_L1.htm,49.72,5741.0,11546.0,4,86,5644.0
278,16:55:15,Boyaca,11.0,100.0,11.0,Nuevo Colon,36.04,624.0,4.0,63.95,1107.0,http://plebiscito.registraduria.gov.co/99PL/DPL07169ZZZZZZZZZZZZ_L1.htm,38.93,1794.0,4608.0,1,46,1731.0
279,16:35:15,Boyaca,6.0,100.0,6.0,Oicata,44.84,492.0,3.0,55.15,605.0,http://plebiscito.registraduria.gov.co/99PL/DPL07173ZZZZZZZZZZZZ_L1.htm,47.44,1135.0,2392.0,7,30,1097.0
280,16:30:15,Boyaca,22.0,100.0,22.0,Otanche,55.95,1297.0,4.0,44.04,1021.0,http://plebiscito.registraduria.gov.co/99PL/DPL07176ZZZZZZZZZZZZ_L1.htm,36.98,2369.0,6406.0,8,28,2318.0
281,16:40:15,Boyaca,5.0,100.0,5.0,Pachavita,50.26,374.0,4.0,49.73,370.0,http://plebiscito.registraduria.gov.co/99PL/DPL07178ZZZZZZZZZZZZ_L1.htm,38.93,779.0,2001.0,,15,744.0
282,16:50:15,Boyaca,7.0,100.0,7.0,Paez,52.34,613.0,5.0,47.65,558.0,http://plebiscito.registraduria.gov.co/99PL/DPL07179ZZZZZZZZZZZZ_L1.htm,52.52,1228.0,2338.0,1,43,1171.0
283,16:40:15,Boyaca,59.0,100.0,59.0,Paipa,44.02,4866.0,7.0,55.97,6187.0,http://plebiscito.registraduria.gov.co/99PL/DPL07181ZZZZZZZZZZZZ_L1.htm,46.09,11312.0,24543.0,53,200,11053.0
284,16:30:15,Boyaca,5.0,100.0,5.0,Pajarito,63.03,399.0,4.0,36.96,234.0,http://plebiscito.registraduria.gov.co/99PL/DPL07184ZZZZZZZZZZZZ_L1.htm,37.94,650.0,1713.0,,9,633.0
285,16:30:15,Boyaca,4.0,100.0,4.0,Panqueba,54.03,335.0,3.0,45.96,285.0,http://plebiscito.registraduria.gov.co/99PL/DPL07187ZZZZZZZZZZZZ_L1.htm,40.43,649.0,1605.0,,15,620.0
286,16:45:15,Boyaca,17.0,100.0,17.0,Pauna,34.52,802.0,6.0,65.47,1521.0,http://plebiscito.registraduria.gov.co/99PL/DPL07190ZZZZZZZZZZZZ_L1.htm,35.77,2401.0,6712.0,3,41,2323.0
287,16:35:15,Boyaca,5.0,100.0,5.0,Paya,54.48,383.0,3.0,45.51,320.0,http://plebiscito.registraduria.gov.co/99PL/DPL07193ZZZZZZZZZZZZ_L1.htm,52.41,737.0,1406.0,,26,703.0
288,16:45:15,Boyaca,11.0,100.0,11.0,Paz De Rio,33.59,566.0,7.0,66.4,1119.0,http://plebiscito.registraduria.gov.co/99PL/DPL07199ZZZZZZZZZZZZ_L1.htm,39.81,1741.0,4373.0,5,38,1685.0
289,16:25:15,Boyaca,16.0,100.0,16.0,Pesca,59.9,1061.0,3.0,40.09,710.0,http://plebiscito.registraduria.gov.co/99PL/DPL07202ZZZZZZZZZZZZ_L1.htm,28.34,1819.0,6418.0,1,33,1771.0
290,16:30:15,Boyaca,3.0,100.0,3.0,Pisba,56.76,256.0,2.0,43.23,195.0,http://plebiscito.registraduria.gov.co/99PL/DPL07205ZZZZZZZZZZZZ_L1.htm,45.34,463.0,1021.0,,3,451.0
291,16:50:15,Boyaca,88.0,100.0,88.0,Puerto Boyaca,69.23,9611.0,8.0,30.76,4270.0,http://plebiscito.registraduria.gov.co/99PL/DPL07214ZZZZZZZZZZZZ_L1.htm,40.72,14347.0,35230.0,81,339,13881.0
292,16:45:15,Boyaca,15.0,100.0,15.0,Quipama,62.59,1066.0,7.0,37.4,637.0,http://plebiscito.registraduria.gov.co/99PL/DPL07215ZZZZZZZZZZZZ_L1.htm,35.87,1768.0,4928.0,3,32,1703.0
293,16:35:15,Boyaca,21.0,100.0,21.0,Ramiriqui,46.35,1267.0,5.0,53.64,1466.0,http://plebiscito.registraduria.gov.co/99PL/DPL07217ZZZZZZZZZZZZ_L1.htm,32.42,2789.0,8601.0,3,34,2733.0
294,16:45:15,Boyaca,12.0,100.0,12.0,Raquira,51.08,851.0,5.0,48.91,815.0,http://plebiscito.registraduria.gov.co/99PL/DPL07220ZZZZZZZZZZZZ_L1.htm,37.85,1730.0,4570.0,6,44,1666.0
295,16:35:15,Boyaca,7.0,100.0,7.0,Rondon,47.59,426.0,6.0,52.4,469.0,http://plebiscito.registraduria.gov.co/99PL/DPL07223ZZZZZZZZZZZZ_L1.htm,40.69,929.0,2283.0,,17,895.0
296,16:50:15,Boyaca,24.0,100.0,24.0,Saboya,35.75,1250.0,6.0,64.24,2246.0,http://plebiscito.registraduria.gov.co/99PL/DPL07226ZZZZZZZZZZZZ_L1.htm,38.34,3664.0,9555.0,6,112,3496.0
297,16:30:15,Boyaca,8.0,100.0,8.0,Sachica,47.05,624.0,3.0,52.94,702.0,http://plebiscito.registraduria.gov.co/99PL/DPL07232ZZZZZZZZZZZZ_L1.htm,40.66,1350.0,3320.0,6,13,1326.0
298,16:40:15,Boyaca,31.0,100.0,31.0,Samaca,49.96,2340.0,6.0,50.03,2343.0,http://plebiscito.registraduria.gov.co/99PL/DPL07235ZZZZZZZZZZZZ_L1.htm,36.17,4849.0,13405.0,3,130,4683.0
299,16:40:15,Boyaca,4.0,100.0,4.0,San Eduardo,36.08,245.0,4.0,63.91,434.0,http://plebiscito.registraduria.gov.co/99PL/DPL07237ZZZZZZZZZZZZ_L1.htm,48.59,711.0,1463.0,,22,679.0
300,16:35:15,Boyaca,14.0,100.0,14.0,San Jose De Pare,47.15,844.0,5.0,52.84,946.0,http://plebiscito.registraduria.gov.co/99PL/DPL07238ZZZZZZZZZZZZ_L1.htm,34.71,1838.0,5295.0,0,20,1790.0
301,16:40:15,Boyaca,14.0,100.0,14.0,San Luis De Gaceno,63.88,1111.0,5.0,36.11,628.0,http://plebiscito.registraduria.gov.co/99PL/DPL07241ZZZZZZZZZZZZ_L1.htm,39.63,1779.0,4488.0,9,22,1739.0
302,16:40:15,Boyaca,9.0,100.0,9.0,San Mateo,66.17,720.0,6.0,33.82,368.0,http://plebiscito.registraduria.gov.co/99PL/DPL07247ZZZZZZZZZZZZ_L1.htm,31.54,1147.0,3636.0,8,30,1088.0
303,16:35:15,Boyaca,7.0,100.0,7.0,San Miguel De Sema,51.74,550.0,4.0,48.25,513.0,http://plebiscito.registraduria.gov.co/99PL/DPL07248ZZZZZZZZZZZZ_L1.htm,39.89,1101.0,2760.0,3,21,1063.0
304,16:30:15,Boyaca,16.0,100.0,16.0,San Pablo De Borbur,68.08,1246.0,4.0,31.91,584.0,http://plebiscito.registraduria.gov.co/99PL/DPL07249ZZZZZZZZZZZZ_L1.htm,32.53,1890.0,5810.0,0,29,1830.0
305,16:25:15,Boyaca,9.0,100.0,9.0,Santa Maria,60.23,656.0,2.0,39.76,433.0,http://plebiscito.registraduria.gov.co/99PL/DPL07251ZZZZZZZZZZZZ_L1.htm,34.36,1137.0,3309.0,9,30,1089.0
306,16:40:15,Boyaca,20.0,100.0,20.0,Santa Rosa De Viterbo,57.17,2073.0,6.0,42.82,1553.0,http://plebiscito.registraduria.gov.co/99PL/DPL07253ZZZZZZZZZZZZ_L1.htm,46.31,3726.0,8045.0,6,72,3626.0
307,16:30:15,Boyaca,7.0,100.0,7.0,Santa Sofia,38.1,399.0,3.0,61.89,648.0,http://plebiscito.registraduria.gov.co/99PL/DPL07256ZZZZZZZZZZZZ_L1.htm,35.33,1084.0,3068.0,7,21,1047.0
308,16:35:15,Boyaca,16.0,100.0,16.0,Santana,48.31,1034.0,5.0,51.68,1106.0,http://plebiscito.registraduria.gov.co/99PL/DPL07250ZZZZZZZZZZZZ_L1.htm,32.17,2198.0,6831.0,0,34,2140.0
309,16:25:15,Boyaca,7.0,100.0,7.0,Sativanorte,49.25,362.0,3.0,50.74,373.0,http://plebiscito.registraduria.gov.co/99PL/DPL07259ZZZZZZZZZZZZ_L1.htm,32.23,773.0,2398.0,,23,735.0
310,16:20:15,Boyaca,3.0,100.0,3.0,Sativasur,46.9,174.0,1.0,53.09,197.0,http://plebiscito.registraduria.gov.co/99PL/DPL07262ZZZZZZZZZZZZ_L1.htm,30.72,377.0,1227.0,,4,371.0
311,16:35:15,Boyaca,15.0,100.0,15.0,Siachoque,65.12,1453.0,4.0,34.87,778.0,http://plebiscito.registraduria.gov.co/99PL/DPL07265ZZZZZZZZZZZZ_L1.htm,36.92,2310.0,6256.0,1,54,2231.0
312,16:40:15,Boyaca,17.0,100.0,17.0,Soata,57.65,1989.0,5.0,42.34,1461.0,http://plebiscito.registraduria.gov.co/99PL/DPL07268ZZZZZZZZZZZZ_L1.htm,47.56,3543.0,7449.0,0,56,3450.0
313,16:30:15,Boyaca,16.0,100.0,16.0,Socha,50.47,1160.0,4.0,49.52,1138.0,http://plebiscito.registraduria.gov.co/99PL/DPL07274ZZZZZZZZZZZZ_L1.htm,38.93,2395.0,6151.0,8,64,2298.0
314,16:30:15,Boyaca,17.0,100.0,17.0,Socota,60.54,1214.0,6.0,39.45,791.0,http://plebiscito.registraduria.gov.co/99PL/DPL07271ZZZZZZZZZZZZ_L1.htm,35.52,2104.0,5922.0,5,60,2005.0
315,17:00:15,Boyaca,198.0,100.0,198.0,Sogamoso,50.73,20865.0,11.0,49.26,20261.0,http://plebiscito.registraduria.gov.co/99PL/DPL07277ZZZZZZZZZZZZ_L1.htm,46.92,41974.0,89443.0,26,700,41126.0
316,16:25:15,Boyaca,7.0,100.0,7.0,Somondoco,39.4,344.0,3.0,60.59,529.0,http://plebiscito.registraduria.gov.co/99PL/DPL07280ZZZZZZZZZZZZ_L1.htm,32.2,895.0,2779.0,,14,873.0
317,16:35:15,Boyaca,6.0,100.0,6.0,Sora,40.08,459.0,4.0,59.91,686.0,http://plebiscito.registraduria.gov.co/99PL/DPL07281ZZZZZZZZZZZZ_L1.htm,52.17,1319.0,2528.0,5,22,1145.0
318,16:35:15,Boyaca,12.0,100.0,12.0,Soraca,66.8,1489.0,3.0,33.19,740.0,http://plebiscito.registraduria.gov.co/99PL/DPL07282ZZZZZZZZZZZZ_L1.htm,43.46,2273.0,5229.0,9,24,2229.0
319,16:30:15,Boyaca,13.0,100.0,13.0,Sotaquira,48.48,978.0,4.0,51.51,1039.0,http://plebiscito.registraduria.gov.co/99PL/DPL07283ZZZZZZZZZZZZ_L1.htm,38.24,2070.0,5413.0,7,39,2017.0
320,16:45:15,Boyaca,8.0,100.0,8.0,Susacon,36.9,410.0,5.0,63.09,701.0,http://plebiscito.registraduria.gov.co/99PL/DPL07286ZZZZZZZZZZZZ_L1.htm,45.19,1166.0,2580.0,1,36,1111.0
321,16:25:15,Boyaca,12.0,100.0,12.0,Sutamarchan,45.12,931.0,3.0,54.87,1132.0,http://plebiscito.registraduria.gov.co/99PL/DPL07289ZZZZZZZZZZZZ_L1.htm,40.25,2119.0,5264.0,3,38,2063.0
322,16:30:15,Boyaca,9.0,100.0,9.0,Sutatenza,51.96,662.0,2.0,48.03,612.0,http://plebiscito.registraduria.gov.co/99PL/DPL07292ZZZZZZZZZZZZ_L1.htm,35.79,1318.0,3682.0,4,30,1274.0
323,16:30:15,Boyaca,12.0,100.0,12.0,Tasco,41.24,641.0,3.0,58.75,913.0,http://plebiscito.registraduria.gov.co/99PL/DPL07298ZZZZZZZZZZZZ_L1.htm,32.04,1598.0,4986.0,4,37,1554.0
324,16:40:15,Boyaca,9.0,100.0,9.0,Tenza,36.54,592.0,5.0,63.45,1028.0,http://plebiscito.registraduria.gov.co/99PL/DPL07301ZZZZZZZZZZZZ_L1.htm,46.77,1663.0,3555.0,0,26,1620.0
325,16:30:15,Boyaca,19.0,100.0,19.0,Tibana,36.06,740.0,4.0,63.93,1312.0,http://plebiscito.registraduria.gov.co/99PL/DPL07304ZZZZZZZZZZZZ_L1.htm,28.68,2123.0,7402.0,2,57,2052.0
326,16:35:15,Boyaca,19.0,100.0,19.0,Tibasosa,47.77,1685.0,5.0,52.22,1842.0,http://plebiscito.registraduria.gov.co/99PL/DPL07307ZZZZZZZZZZZZ_L1.htm,42.97,3615.0,8412.0,7,75,3527.0
327,16:30:15,Boyaca,6.0,100.0,6.0,Tinjaca,44.41,505.0,3.0,55.58,632.0,http://plebiscito.registraduria.gov.co/99PL/DPL07310ZZZZZZZZZZZZ_L1.htm,45.78,1162.0,2538.0,7,20,1137.0
328,16:35:15,Boyaca,9.0,100.0,9.0,Tipacoque,48.28,520.0,4.0,51.71,557.0,http://plebiscito.registraduria.gov.co/99PL/DPL07311ZZZZZZZZZZZZ_L1.htm,33.88,1136.0,3353.0,7,29,1077.0
329,16:35:15,Boyaca,16.0,100.0,16.0,Toca,51.34,1168.0,4.0,48.65,1107.0,http://plebiscito.registraduria.gov.co/99PL/DPL07313ZZZZZZZZZZZZ_L1.htm,33.5,2344.0,6996.0,5,40,2275.0
330,16:30:15,Boyaca,10.0,100.0,10.0,Togui,44.27,410.0,3.0,55.72,516.0,http://plebiscito.registraduria.gov.co/99PL/DPL07316ZZZZZZZZZZZZ_L1.htm,22.57,967.0,4284.0,,22,926.0
331,16:45:15,Boyaca,8.0,100.0,8.0,Topaga,58.83,789.0,5.0,41.16,552.0,http://plebiscito.registraduria.gov.co/99PL/DPL07319ZZZZZZZZZZZZ_L1.htm,46.85,1370.0,2924.0,1,19,1341.0
332,16:30:15,Boyaca,11.0,100.0,11.0,Tota,64.97,590.0,3.0,35.02,318.0,http://plebiscito.registraduria.gov.co/99PL/DPL07322ZZZZZZZZZZZZ_L1.htm,22.97,943.0,4105.0,,25,908.0
333,17:05:15,Boyaca,258.0,100.0,258.0,Tunja,43.37,25112.0,12.0,56.62,32780.0,http://plebiscito.registraduria.gov.co/99PL/DPL07001ZZZZZZZZZZZZ_L1.htm,50.64,59038.0,116576.0,92,1.003,57892.0
334,16:30:15,Boyaca,3.0,100.0,3.0,Tunungua,28.19,181.0,3.0,71.8,461.0,http://plebiscito.registraduria.gov.co/99PL/DPL07324ZZZZZZZZZZZZ_L1.htm,49.84,655.0,1314.0,,9,642.0
335,16:40:15,Boyaca,13.0,100.0,13.0,Turmeque,32.85,568.0,4.0,67.14,1161.0,http://plebiscito.registraduria.gov.co/99PL/DPL07325ZZZZZZZZZZZZ_L1.htm,31.31,1786.0,5703.0,9,41,1729.0
336,16:35:15,Boyaca,18.0,100.0,18.0,Tuta,49.35,1497.0,5.0,50.64,1536.0,http://plebiscito.registraduria.gov.co/99PL/DPL07328ZZZZZZZZZZZZ_L1.htm,43.14,3113.0,7216.0,3,57,3033.0
337,16:35:15,Boyaca,5.0,100.0,5.0,Tutaza,45.57,412.0,4.0,54.42,492.0,http://plebiscito.registraduria.gov.co/99PL/DPL07331ZZZZZZZZZZZZ_L1.htm,51.54,949.0,1841.0,,29,904.0
338,16:35:15,Boyaca,14.0,100.0,14.0,Umbita,55.53,1224.0,4.0,44.46,980.0,http://plebiscito.registraduria.gov.co/99PL/DPL07334ZZZZZZZZZZZZ_L1.htm,39.22,2281.0,5815.0,4,47,2204.0
339,16:35:15,Boyaca,25.0,100.0,25.0,Ventaquemada,51.88,1689.0,5.0,48.11,1566.0,http://plebiscito.registraduria.gov.co/99PL/DPL07337ZZZZZZZZZZZZ_L1.htm,30.73,3354.0,10912.0,5,81,3255.0
340,16:45:15,Boyaca,24.0,100.0,24.0,Villa De Leiva,48.2,2307.0,6.0,51.79,2479.0,http://plebiscito.registraduria.gov.co/99PL/DPL07139ZZZZZZZZZZZZ_L1.htm,47.95,4877.0,10171.0,6,66,4786.0
341,16:40:15,Boyaca,6.0,100.0,6.0,Viracacha,56.85,452.0,3.0,43.14,343.0,http://plebiscito.registraduria.gov.co/99PL/DPL07340ZZZZZZZZZZZZ_L1.htm,32.19,822.0,2553.0,,16,795.0
342,16:35:15,Boyaca,9.0,100.0,9.0,Zetaquira,34.2,473.0,4.0,65.79,910.0,http://plebiscito.registraduria.gov.co/99PL/DPL07346ZZZZZZZZZZZZ_L1.htm,36.39,1410.0,3874.0,3,15,1383.0
343,16:55:15,Caldas,1837.0,100.0,1837.0,Todos,57.09,180366.0,11.0,42.9,135540.0,http://plebiscito.registraduria.gov.co/99PL/DPL09ZZZZZZZZZZZZZZZ_L1.htm,41.82,325680.0,778593.0,906,6.449,315906.0
344,16:50:15,Caldas,47.0,100.0,47.0,Aguadas,70.84,4766.0,9.0,29.15,1961.0,http://plebiscito.registraduria.gov.co/99PL/DPL09004ZZZZZZZZZZZZ_L1.htm,37.31,7035.0,18854.0,7,174,6727.0
345,16:50:15,Caldas,72.0,100.0,72.0,Anserma,68.88,7430.0,8.0,31.11,3356.0,http://plebiscito.registraduria.gov.co/99PL/DPL09007ZZZZZZZZZZZZ_L1.htm,40.18,11209.0,27896.0,86,270,10786.0
346,16:40:15,Caldas,30.0,100.0,30.0,Aranzazu,60.49,2409.0,8.0,39.5,1573.0,http://plebiscito.registraduria.gov.co/99PL/DPL09013ZZZZZZZZZZZZ_L1.htm,36.31,4191.0,11540.0,2,123,3982.0
347,16:35:15,Caldas,27.0,100.0,27.0,Belalcazar,58.16,2105.0,6.0,41.83,1514.0,http://plebiscito.registraduria.gov.co/99PL/DPL09022ZZZZZZZZZZZZ_L1.htm,38.44,3890.0,10118.0,9,52,3619.0
348,16:35:15,Caldas,92.0,100.0,92.0,Chinchina,63.02,10543.0,7.0,36.97,6185.0,http://plebiscito.registraduria.gov.co/99PL/DPL09034ZZZZZZZZZZZZ_L1.htm,39.31,17205.0,43763.0,28,315,16728.0
349,16:35:15,Caldas,24.0,100.0,24.0,Filadelfia,56.63,1783.0,6.0,43.36,1365.0,http://plebiscito.registraduria.gov.co/99PL/DPL09037ZZZZZZZZZZZZ_L1.htm,35.11,3281.0,9343.0,8,62,3148.0
350,16:55:15,Caldas,131.0,100.0,131.0,La Dorada,66.24,13558.0,10.0,33.75,6908.0,http://plebiscito.registraduria.gov.co/99PL/DPL09049ZZZZZZZZZZZZ_L1.htm,36.6,21133.0,57740.0,66,545,20466.0
351,16:40:15,Caldas,17.0,100.0,17.0,La Merced,56.12,1108.0,7.0,43.87,866.0,http://plebiscito.registraduria.gov.co/99PL/DPL09052ZZZZZZZZZZZZ_L1.htm,36.64,2067.0,5641.0,4,50,1974.0
352,16:55:15,Caldas,738.0,100.0,738.0,Manizales,50.93,76961.0,10.0,49.06,74140.0,http://plebiscito.registraduria.gov.co/99PL/DPL09001ZZZZZZZZZZZZ_L1.htm,47.76,154340.0,323102.0,101,2.505,151101.0
353,16:55:15,Caldas,41.0,100.0,41.0,Manzanares,63.95,3146.0,8.0,36.04,1773.0,http://plebiscito.registraduria.gov.co/99PL/DPL09055ZZZZZZZZZZZZ_L1.htm,32.92,5092.0,15465.0,9,91,4919.0
354,16:45:15,Caldas,18.0,100.0,18.0,Marmato,68.79,1133.0,6.0,31.2,514.0,http://plebiscito.registraduria.gov.co/99PL/DPL09058ZZZZZZZZZZZZ_L1.htm,25.01,1711.0,6840.0,7,41,1647.0
355,16:30:15,Caldas,28.0,100.0,28.0,Marquetalia,62.56,2427.0,6.0,37.43,1452.0,http://plebiscito.registraduria.gov.co/99PL/DPL09061ZZZZZZZZZZZZ_L1.htm,35.58,4073.0,11445.0,9,93,3879.0
356,16:40:15,Caldas,8.0,100.0,8.0,Marulanda,50.25,391.0,5.0,49.74,387.0,http://plebiscito.registraduria.gov.co/99PL/DPL09067ZZZZZZZZZZZZ_L1.htm,31.26,831.0,2658.0,,32,778.0
357,16:40:15,Caldas,44.0,100.0,44.0,Neira,64.73,4191.0,6.0,35.26,2283.0,http://plebiscito.registraduria.gov.co/99PL/DPL09076ZZZZZZZZZZZZ_L1.htm,34.92,6743.0,19307.0,4,168,6474.0
358,16:20:15,Caldas,14.0,100.0,14.0,Norcasia,56.54,1179.0,4.0,43.45,906.0,http://plebiscito.registraduria.gov.co/99PL/DPL09078ZZZZZZZZZZZZ_L1.htm,37.03,2172.0,5865.0,5,51,2085.0
359,16:40:15,Caldas,32.0,100.0,32.0,Pacora,63.78,2727.0,7.0,36.21,1548.0,http://plebiscito.registraduria.gov.co/99PL/DPL09079ZZZZZZZZZZZZ_L1.htm,36.57,4413.0,12064.0,5,76,4275.0
360,16:45:15,Caldas,35.0,100.0,35.0,Palestina,57.37,2513.0,7.0,42.62,1867.0,http://plebiscito.registraduria.gov.co/99PL/DPL09082ZZZZZZZZZZZZ_L1.htm,30.26,4465.0,14755.0,0,51,4380.0
361,16:40:15,Caldas,43.0,100.0,43.0,Pensilvania,67.8,3959.0,8.0,32.19,1880.0,http://plebiscito.registraduria.gov.co/99PL/DPL09085ZZZZZZZZZZZZ_L1.htm,37.21,6228.0,16734.0,9,191,5839.0
362,16:55:15,Caldas,90.0,100.0,90.0,Riosucio,58.05,8402.0,11.0,41.94,6070.0,http://plebiscito.registraduria.gov.co/99PL/DPL09103ZZZZZZZZZZZZ_L1.htm,40.06,15076.0,37633.0,72,399,14472.0
363,16:30:15,Caldas,27.0,100.0,27.0,Risaralda,67.81,2021.0,5.0,32.18,959.0,http://plebiscito.registraduria.gov.co/99PL/DPL09106ZZZZZZZZZZZZ_L1.htm,28.47,3064.0,10761.0,0,49,2980.0
364,16:30:15,Caldas,38.0,100.0,38.0,Salamina,59.03,3021.0,6.0,40.96,2096.0,http://plebiscito.registraduria.gov.co/99PL/DPL09109ZZZZZZZZZZZZ_L1.htm,34.32,5376.0,15660.0,7,86,5117.0
365,16:35:15,Caldas,42.0,100.0,42.0,Samana,55.52,3513.0,6.0,44.47,2814.0,http://plebiscito.registraduria.gov.co/99PL/DPL09115ZZZZZZZZZZZZ_L1.htm,41.33,6692.0,16191.0,7,209,6327.0
366,16:25:15,Caldas,12.0,100.0,12.0,San Jose,56.73,817.0,4.0,43.26,623.0,http://plebiscito.registraduria.gov.co/99PL/DPL09120ZZZZZZZZZZZZ_L1.htm,30.31,1491.0,4918.0,0,30,1440.0
367,16:40:15,Caldas,49.0,100.0,49.0,Supia,67.42,4985.0,7.0,32.57,2408.0,http://plebiscito.registraduria.gov.co/99PL/DPL09124ZZZZZZZZZZZZ_L1.htm,37.08,7883.0,21254.0,3,349,7393.0
368,16:35:15,Caldas,21.0,100.0,21.0,Victoria,58.14,1735.0,7.0,41.85,1249.0,http://plebiscito.registraduria.gov.co/99PL/DPL09127ZZZZZZZZZZZZ_L1.htm,37.26,3079.0,8262.0,4,51,2984.0
369,16:45:15,Caldas,84.0,100.0,84.0,Villamaria,56.76,9806.0,9.0,43.23,7470.0,http://plebiscito.registraduria.gov.co/99PL/DPL09130ZZZZZZZZZZZZ_L1.htm,46.74,17736.0,37945.0,76,330,17276.0
370,16:35:15,Caldas,33.0,100.0,33.0,Viterbo,73.13,3737.0,6.0,26.86,1373.0,http://plebiscito.registraduria.gov.co/99PL/DPL09133ZZZZZZZZZZZZ_L1.htm,40.53,5204.0,12839.0,0,56,5110.0
371,17:05:15,Caqueta,668.0,100.0,668.0,Todos,53.04,44282.0,13.0,46.95,39197.0,http://plebiscito.registraduria.gov.co/99PL/DPL44ZZZZZZZZZZZZZZZ_L1.htm,30.41,85490.0,281054.0,79,1.214,83479.0
372,16:35:15,Caqueta,9.0,100.0,9.0,Albania,65.42,842.0,3.0,34.57,445.0,http://plebiscito.registraduria.gov.co/99PL/DPL44002ZZZZZZZZZZZZ_L1.htm,36.45,1430.0,3923.0,7,22,1287.0
373,16:40:15,Caqueta,18.0,100.0,18.0,Belen De Los Andaquies,60.03,1504.0,5.0,39.96,1001.0,http://plebiscito.registraduria.gov.co/99PL/DPL44004ZZZZZZZZZZZZ_L1.htm,34.33,2600.0,7573.0,5,59,2505.0
374,16:45:15,Caqueta,43.0,100.0,43.0,Cartagena Del Chaira,26.24,1256.0,8.0,73.75,3530.0,http://plebiscito.registraduria.gov.co/99PL/DPL44003ZZZZZZZZZZZZ_L1.htm,26.2,4927.0,18805.0,6,81,4786.0
375,16:55:15,Caqueta,19.0,100.0,19.0,Curillo,59.06,1052.0,7.0,40.93,729.0,http://plebiscito.registraduria.gov.co/99PL/DPL44012ZZZZZZZZZZZZ_L1.htm,24.6,1871.0,7604.0,1,55,1781.0
376,17:00:15,Caqueta,38.0,100.0,38.0,El Doncello,61.18,2511.0,6.0,38.81,1593.0,http://plebiscito.registraduria.gov.co/99PL/DPL44005ZZZZZZZZZZZZ_L1.htm,27.18,4230.0,15558.0,4,89,4104.0
377,16:30:15,Caqueta,28.0,100.0,28.0,El Paujil,55.43,1439.0,5.0,44.56,1157.0,http://plebiscito.registraduria.gov.co/99PL/DPL44006ZZZZZZZZZZZZ_L1.htm,22.61,2683.0,11865.0,6,52,2596.0
378,17:00:15,Caqueta,263.0,100.0,263.0,Florencia,61.44,23593.0,10.0,38.55,14803.0,http://plebiscito.registraduria.gov.co/99PL/DPL44001ZZZZZZZZZZZZ_L1.htm,33.65,39004.0,115892.0,96,421,38396.0
379,16:45:15,Caqueta,26.0,100.0,26.0,La Montañita,25.77,797.0,8.0,74.22,2295.0,http://plebiscito.registraduria.gov.co/99PL/DPL44007ZZZZZZZZZZZZ_L1.htm,29.86,3136.0,10500.0,2,23,3092.0
380,16:35:15,Caqueta,17.0,100.0,17.0,Milan,44.02,590.0,6.0,55.97,750.0,http://plebiscito.registraduria.gov.co/99PL/DPL44016ZZZZZZZZZZZZ_L1.htm,19.95,1369.0,6861.0,0,20,1340.0
381,16:20:15,Caqueta,9.0,100.0,9.0,Morelia,65.38,731.0,4.0,34.61,387.0,http://plebiscito.registraduria.gov.co/99PL/DPL44017ZZZZZZZZZZZZ_L1.htm,31.89,1143.0,3584.0,8,16,1118.0
382,17:05:15,Caqueta,45.0,100.0,45.0,Puerto Rico,50.01,2645.0,8.0,49.98,2643.0,http://plebiscito.registraduria.gov.co/99PL/DPL44009ZZZZZZZZZZZZ_L1.htm,29.09,5470.0,18802.0,8,104,5288.0
383,16:45:15,Caqueta,24.0,100.0,24.0,San Jose Del Fragua,60.35,1699.0,8.0,39.64,1116.0,http://plebiscito.registraduria.gov.co/99PL/DPL44020ZZZZZZZZZZZZ_L1.htm,32.6,2894.0,8875.0,5,55,2815.0
