,avancealas,department_name,mesas_number,mesas_percentage,mesas_total,municipality_name,no_percentage,no_votes,resaltar,si_percentage,si_votes,url,votacion_percentage,votacion_personas_number,votacion_personas_total,votosnomarcados,votosnulos,votosvalidos,idps_avg19992014
0,16:45:15,Amazonas,2,100.0, 2,El Encanto,23.07,51.0,2.0,76.92,170.0,http://plebiscito.registraduria.gov.co/99PL/DPL60010ZZZZZZZZZZZZ_L1.htm,30.01,223.0,743.0,,2,221,5.42857142857
1,16:35:15,Amazonas,3,100.0, 3,La Chorrera,17.12,62.0,3.0,82.87,300.0,http://plebiscito.registraduria.gov.co/99PL/DPL60013ZZZZZZZZZZZZ_L1.htm,35.53,366.0,1030.0,,3,362,2.57142857143
2,16:25:15,Amazonas,3,100.0, 3,La Pedrera,11.68,25.0,1.0,88.31,189.0,http://plebiscito.registraduria.gov.co/99PL/DPL60016ZZZZZZZZZZZZ_L1.htm,21.42,216.0,1008.0,,1,214,3.14285714286
3,16:10:02,Amazonas,1,100.0, 1,La Victoria,20.0,1.0,1.0,80.0,4.0,http://plebiscito.registraduria.gov.co/99PL/DPL60017ZZZZZZZZZZZZ_L1.htm,27.77,5.0,18.0,,0,5,0.428571428571
4,16:10:02,Amazonas,1,100.0, 1,La Victoria,20.0,1.0,1.0,80.0,4.0,http://plebiscito.registraduria.gov.co/99PL/DPL60017ZZZZZZZZZZZZ_L1.htm,27.77,5.0,18.0,,0,5,16.375
5,16:10:02,Amazonas,1,100.0, 1,La Victoria,20.0,1.0,1.0,80.0,4.0,http://plebiscito.registraduria.gov.co/99PL/DPL60017ZZZZZZZZZZZZ_L1.htm,27.77,5.0,18.0,,0,5,0.428571428571
6,16:20:15,Boyaca,5,100.0, 5,La Victoria,24.59,136.0,3.0,75.4,417.0,http://plebiscito.registraduria.gov.co/99PL/DPL07137ZZZZZZZZZZZZ_L1.htm,37.87,573.0,1513.0,,9,553,0.428571428571
7,16:20:15,Boyaca,5,100.0, 5,La Victoria,24.59,136.0,3.0,75.4,417.0,http://plebiscito.registraduria.gov.co/99PL/DPL07137ZZZZZZZZZZZZ_L1.htm,37.87,573.0,1513.0,,9,553,16.375
8,16:20:15,Boyaca,5,100.0, 5,La Victoria,24.59,136.0,3.0,75.4,417.0,http://plebiscito.registraduria.gov.co/99PL/DPL07137ZZZZZZZZZZZZ_L1.htm,37.87,573.0,1513.0,,9,553,0.428571428571
9,16:50:15,Valle,30,100.0, 30,La Victoria,53.65,2234.0,9.0,46.34,1930.0,http://plebiscito.registraduria.gov.co/99PL/DPL31073ZZZZZZZZZZZZ_L1.htm,36.69,4260.0,11609.0,4,55,4.164,0.428571428571
10,16:50:15,Valle,30,100.0, 30,La Victoria,53.65,2234.0,9.0,46.34,1930.0,http://plebiscito.registraduria.gov.co/99PL/DPL31073ZZZZZZZZZZZZ_L1.htm,36.69,4260.0,11609.0,4,55,4.164,16.375
11,16:50:15,Valle,30,100.0, 30,La Victoria,53.65,2234.0,9.0,46.34,1930.0,http://plebiscito.registraduria.gov.co/99PL/DPL31073ZZZZZZZZZZZZ_L1.htm,36.69,4260.0,11609.0,4,55,4.164,0.428571428571
12,16:45:15,Amazonas,82,100.0, 82,Leticia,50.33,4463.0,7.0,49.66,4403.0,http://plebiscito.registraduria.gov.co/99PL/DPL60001ZZZZZZZZZZZZ_L1.htm,25.98,8990.0,34592.0,6,84,8.866,58.8125
13,16:30:15,Amazonas,2,100.0, 2,Miriti Parana,7.29,7.0,2.0,92.7,89.0,http://plebiscito.registraduria.gov.co/99PL/DPL60019ZZZZZZZZZZZZ_L1.htm,20.12,96.0,477.0,,0,96,2.07142857143
14,16:15:15,Amazonas,1,100.0, 1,Puerto Alegria,8.77,5.0,1.0,91.22,52.0,http://plebiscito.registraduria.gov.co/99PL/DPL60030ZZZZZZZZZZZZ_L1.htm,22.77,59.0,259.0,,1,57,2.69230769231
15,16:25:15,Amazonas,1,100.0, 1,Puerto Arica,18.48,22.0,1.0,81.51,97.0,http://plebiscito.registraduria.gov.co/99PL/DPL60040ZZZZZZZZZZZZ_L1.htm,29.38,119.0,405.0,,0,119,1.71428571429
16,16:45:15,Amazonas,10,100.0, 10,Puerto Nariño,24.81,274.0,4.0,75.18,830.0,http://plebiscito.registraduria.gov.co/99PL/DPL60007ZZZZZZZZZZZZ_L1.htm,26.7,1153.0,4317.0,4,17,1.104,166.333333333
17,16:45:15,Amazonas,10,100.0, 10,Puerto Nariño,24.81,274.0,4.0,75.18,830.0,http://plebiscito.registraduria.gov.co/99PL/DPL60007ZZZZZZZZZZZZ_L1.htm,26.7,1153.0,4317.0,4,17,1.104,1.28571428571
18,16:25:15,Amazonas,2,100.0, 2,Puerto Santander,11.34,16.0,2.0,88.65,125.0,http://plebiscito.registraduria.gov.co/99PL/DPL60021ZZZZZZZZZZZZ_L1.htm,22.27,143.0,642.0,,2,141,52.5
19,16:25:15,Amazonas,2,100.0, 2,Puerto Santander,11.34,16.0,2.0,88.65,125.0,http://plebiscito.registraduria.gov.co/99PL/DPL60021ZZZZZZZZZZZZ_L1.htm,22.27,143.0,642.0,,2,141,6.21428571429
20,16:35:15,Norte De San,30,100.0, 30,Puerto Santander,73.11,1607.0,5.0,26.88,591.0,http://plebiscito.registraduria.gov.co/99PL/DPL25069ZZZZZZZZZZZZ_L1.htm,17.04,2236.0,13119.0,8,28,2.198,52.5
21,16:35:15,Norte De San,30,100.0, 30,Puerto Santander,73.11,1607.0,5.0,26.88,591.0,http://plebiscito.registraduria.gov.co/99PL/DPL25069ZZZZZZZZZZZZ_L1.htm,17.04,2236.0,13119.0,8,28,2.198,6.21428571429
22,16:45:15,Amazonas,3,100.0, 3,Tarapaca,20.42,68.0,2.0,79.57,265.0,http://plebiscito.registraduria.gov.co/99PL/DPL60022ZZZZZZZZZZZZ_L1.htm,26.38,344.0,1304.0,,4,333,1.71428571429
23,16:40:15,Antioquia,39,100.0, 39,Abejorral,61.89,2105.0,6.0,38.1,1296.0,http://plebiscito.registraduria.gov.co/99PL/DPL01004ZZZZZZZZZZZZ_L1.htm,23.87,3647.0,15274.0,1,52,3.401,38.25
24,16:45:15,Antioquia,6,100.0, 6,Abriaqui,60.91,332.0,4.0,39.08,213.0,http://plebiscito.registraduria.gov.co/99PL/DPL01007ZZZZZZZZZZZZ_L1.htm,29.51,572.0,1938.0,,13,545,1.86666666667
25,16:55:15,Antioquia,11,100.0, 11,Alejandria,41.87,696.0,6.0,58.12,966.0,http://plebiscito.registraduria.gov.co/99PL/DPL01010ZZZZZZZZZZZZ_L1.htm,37.9,1735.0,4577.0,2,22,1.662,68.0714285714
26,17:25:15,Antioquia,53,100.0, 53,Amaga,66.51,4139.0,8.0,33.48,2084.0,http://plebiscito.registraduria.gov.co/99PL/DPL01013ZZZZZZZZZZZZ_L1.htm,28.91,6370.0,22028.0,3,94,6.223,28.75
27,16:55:15,Antioquia,40,100.0, 40,Amalfi,63.75,2304.0,7.0,36.24,1310.0,http://plebiscito.registraduria.gov.co/99PL/DPL01016ZZZZZZZZZZZZ_L1.htm,22.55,3818.0,16928.0,4,72,3.614,432.25
28,17:00:15,Antioquia,76,100.0, 76,Andes,64.21,5729.0,10.0,35.78,3193.0,http://plebiscito.registraduria.gov.co/99PL/DPL01019ZZZZZZZZZZZZ_L1.htm,26.09,9093.0,34842.0,2,93,8.922,51.2
29,17:00:15,Antioquia,76,100.0, 76,Andes,64.21,5729.0,10.0,35.78,3193.0,http://plebiscito.registraduria.gov.co/99PL/DPL01019ZZZZZZZZZZZZ_L1.htm,26.09,9093.0,34842.0,2,93,8.922,307.25
30,16:40:15,Antioquia,14,100.0, 14,Angelopolis,64.48,1004.0,5.0,35.51,553.0,http://plebiscito.registraduria.gov.co/99PL/DPL01022ZZZZZZZZZZZZ_L1.htm,27.98,1589.0,5679.0,7,23,1.557,26.3333333333
31,16:40:15,Antioquia,23,100.0, 23,Angostura,60.7,1089.0,4.0,39.29,705.0,http://plebiscito.registraduria.gov.co/99PL/DPL01025ZZZZZZZZZZZZ_L1.htm,21.13,1935.0,9154.0,4,84,1.794,15.4285714286
32,17:30:15,Antioquia,30,100.0, 30,Anori,35.07,953.0,7.0,64.92,1764.0,http://plebiscito.registraduria.gov.co/99PL/DPL01028ZZZZZZZZZZZZ_L1.htm,26.77,2984.0,11144.0,7,40,2.717,541.75
33,16:50:15,Antioquia,14,100.0, 14,Anza,67.08,740.0,6.0,32.91,363.0,http://plebiscito.registraduria.gov.co/99PL/DPL01034ZZZZZZZZZZZZ_L1.htm,20.12,1150.0,5715.0,3,16,1.103,209.428571429
34,17:40:15,Antioquia,201,100.0, 201,Apartado,47.67,12936.0,14.0,52.32,14195.0,http://plebiscito.registraduria.gov.co/99PL/DPL01035ZZZZZZZZZZZZ_L1.htm,31.34,27961.0,89196.0,31,478,27.131,1316.4375
35,17:40:15,Antioquia,201,100.0, 201,Apartado,47.67,12936.0,14.0,52.32,14195.0,http://plebiscito.registraduria.gov.co/99PL/DPL01035ZZZZZZZZZZZZ_L1.htm,31.34,27961.0,89196.0,31,478,27.131,246.125
36,17:55:15,Antioquia,52,100.0, 52,Arboletes,34.41,1937.0,11.0,65.58,3691.0,http://plebiscito.registraduria.gov.co/99PL/DPL01037ZZZZZZZZZZZZ_L1.htm,27.34,5866.0,21448.0,8,57,5.628,66.9333333333
37,16:45:15,Antioquia,19,100.0, 19,Argelia,67.51,1351.0,7.0,32.48,650.0,http://plebiscito.registraduria.gov.co/99PL/DPL01039ZZZZZZZZZZZZ_L1.htm,31.16,2065.0,6627.0,1,23,2.001,427.5625
38,16:45:15,Antioquia,19,100.0, 19,Argelia,67.51,1351.0,7.0,32.48,650.0,http://plebiscito.registraduria.gov.co/99PL/DPL01039ZZZZZZZZZZZZ_L1.htm,31.16,2065.0,6627.0,1,23,2.001,682.8
39,16:45:15,Antioquia,19,100.0, 19,Argelia,67.51,1351.0,7.0,32.48,650.0,http://plebiscito.registraduria.gov.co/99PL/DPL01039ZZZZZZZZZZZZ_L1.htm,31.16,2065.0,6627.0,1,23,2.001,34.4375
40,17:00:15,Cauca,49,100.0, 49,Argelia,11.45,751.0,12.0,88.54,5807.0,http://plebiscito.registraduria.gov.co/99PL/DPL11005ZZZZZZZZZZZZ_L1.htm,38.4,6830.0,17783.0,8,175,6.558,427.5625
41,17:00:15,Cauca,49,100.0, 49,Argelia,11.45,751.0,12.0,88.54,5807.0,http://plebiscito.registraduria.gov.co/99PL/DPL11005ZZZZZZZZZZZZ_L1.htm,38.4,6830.0,17783.0,8,175,6.558,682.8
42,17:00:15,Cauca,49,100.0, 49,Argelia,11.45,751.0,12.0,88.54,5807.0,http://plebiscito.registraduria.gov.co/99PL/DPL11005ZZZZZZZZZZZZ_L1.htm,38.4,6830.0,17783.0,8,175,6.558,34.4375
43,16:40:15,Valle,19,100.0, 19,Argelia,51.57,983.0,5.0,48.42,923.0,http://plebiscito.registraduria.gov.co/99PL/DPL31013ZZZZZZZZZZZZ_L1.htm,30.42,1955.0,6426.0,6,30,1.906,427.5625
44,16:40:15,Valle,19,100.0, 19,Argelia,51.57,983.0,5.0,48.42,923.0,http://plebiscito.registraduria.gov.co/99PL/DPL31013ZZZZZZZZZZZZ_L1.htm,30.42,1955.0,6426.0,6,30,1.906,682.8
45,16:40:15,Valle,19,100.0, 19,Argelia,51.57,983.0,5.0,48.42,923.0,http://plebiscito.registraduria.gov.co/99PL/DPL31013ZZZZZZZZZZZZ_L1.htm,30.42,1955.0,6426.0,6,30,1.906,34.4375
46,16:40:15,Antioquia,12,100.0, 12,Armenia,69.19,676.0,4.0,30.8,301.0,http://plebiscito.registraduria.gov.co/99PL/DPL01040ZZZZZZZZZZZZ_L1.htm,21.18,1026.0,4844.0,,26,977,11.2857142857
47,16:40:15,Antioquia,12,100.0, 12,Armenia,69.19,676.0,4.0,30.8,301.0,http://plebiscito.registraduria.gov.co/99PL/DPL01040ZZZZZZZZZZZZ_L1.htm,21.18,1026.0,4844.0,,26,977,715.5
48,16:50:15,Quindio,568,100.0, 568,Armenia,57.39,59049.0,9.0,42.6,43835.0,http://plebiscito.registraduria.gov.co/99PL/DPL26001ZZZZZZZZZZZZ_L1.htm,42.36,105002.0,247873.0,884,1.205,102.884,11.2857142857
49,16:50:15,Quindio,568,100.0, 568,Armenia,57.39,59049.0,9.0,42.6,43835.0,http://plebiscito.registraduria.gov.co/99PL/DPL26001ZZZZZZZZZZZZ_L1.htm,42.36,105002.0,247873.0,884,1.205,102.884,715.5
50,17:00:15,Antioquia,92,100.0, 92,Barbosa,67.35,8666.0,10.0,32.64,4200.0,http://plebiscito.registraduria.gov.co/99PL/DPL01043ZZZZZZZZZZZZ_L1.htm,34.84,13430.0,38541.0,66,277,12.866,103.0
51,17:00:15,Antioquia,92,100.0, 92,Barbosa,67.35,8666.0,10.0,32.64,4200.0,http://plebiscito.registraduria.gov.co/99PL/DPL01043ZZZZZZZZZZZZ_L1.htm,34.84,13430.0,38541.0,66,277,12.866,85.5625
52,16:50:15,Santander,58,100.0, 58,Barbosa,50.77,4552.0,8.0,49.22,4413.0,http://plebiscito.registraduria.gov.co/99PL/DPL27013ZZZZZZZZZZZZ_L1.htm,37.98,9191.0,24199.0,5,162,8.965,103.0
53,16:50:15,Santander,58,100.0, 58,Barbosa,50.77,4552.0,8.0,49.22,4413.0,http://plebiscito.registraduria.gov.co/99PL/DPL27013ZZZZZZZZZZZZ_L1.htm,37.98,9191.0,24199.0,5,162,8.965,85.5625
54,17:25:15,Antioquia,679,100.0, 679,Bello,63.56,76122.0,19.0,36.43,43642.0,http://plebiscito.registraduria.gov.co/99PL/DPL01049ZZZZZZZZZZZZ_L1.htm,38.26,121850.0,318411.0,764,1.577,119.764,1173.5625
55,16:40:15,Antioquia,14,100.0, 14,Belmira,56.62,897.0,5.0,43.37,687.0,http://plebiscito.registraduria.gov.co/99PL/DPL01046ZZZZZZZZZZZZ_L1.htm,33.63,1617.0,4807.0,4,17,1.584,5.28571428571
56,16:35:15,Antioquia,19,100.0, 19,Betania,70.43,1110.0,3.0,29.56,466.0,http://plebiscito.registraduria.gov.co/99PL/DPL01052ZZZZZZZZZZZZ_L1.htm,19.21,1609.0,8372.0,6,22,1.576,14.4375
57,16:45:15,Antioquia,33,100.0, 33,Betulia,65.62,1919.0,6.0,34.37,1005.0,http://plebiscito.registraduria.gov.co/99PL/DPL01055ZZZZZZZZZZZZ_L1.htm,22.59,3023.0,13377.0,4,49,2.924,170.0625
58,16:45:15,Antioquia,33,100.0, 33,Betulia,65.62,1919.0,6.0,34.37,1005.0,http://plebiscito.registraduria.gov.co/99PL/DPL01055ZZZZZZZZZZZZ_L1.htm,22.59,3023.0,13377.0,4,49,2.924,5.5
59,16:30:15,Santander,11,100.0, 11,Betulia,57.32,833.0,4.0,42.67,620.0,http://plebiscito.registraduria.gov.co/99PL/DPL27022ZZZZZZZZZZZZ_L1.htm,37.67,1503.0,3989.0,3,39,1.453,170.0625
60,16:30:15,Santander,11,100.0, 11,Betulia,57.32,833.0,4.0,42.67,620.0,http://plebiscito.registraduria.gov.co/99PL/DPL27022ZZZZZZZZZZZZ_L1.htm,37.67,1503.0,3989.0,3,39,1.453,5.5
61,17:05:15,Antioquia,60,100.0, 60,Bolivar,70.21,3875.0,8.0,29.78,1644.0,http://plebiscito.registraduria.gov.co/99PL/DPL01058ZZZZZZZZZZZZ_L1.htm,23.45,5636.0,24029.0,9,60,5.519,25.7333333333
62,17:05:15,Antioquia,60,100.0, 60,Bolivar,70.21,3875.0,8.0,29.78,1644.0,http://plebiscito.registraduria.gov.co/99PL/DPL01058ZZZZZZZZZZZZ_L1.htm,23.45,5636.0,24029.0,9,60,5.519,309.5625
63,17:05:15,Antioquia,60,100.0, 60,Bolivar,70.21,3875.0,8.0,29.78,1644.0,http://plebiscito.registraduria.gov.co/99PL/DPL01058ZZZZZZZZZZZZ_L1.htm,23.45,5636.0,24029.0,9,60,5.519,34.1428571429
64,17:05:15,Antioquia,60,100.0, 60,Bolivar,70.21,3875.0,8.0,29.78,1644.0,http://plebiscito.registraduria.gov.co/99PL/DPL01058ZZZZZZZZZZZZ_L1.htm,23.45,5636.0,24029.0,9,60,5.519,61.4375
65,17:10:15,Cauca,111,100.0, 111,Bolivar,34.62,2772.0,11.0,65.37,5234.0,http://plebiscito.registraduria.gov.co/99PL/DPL11007ZZZZZZZZZZZZ_L1.htm,27.22,8455.0,31054.0,6,286,8.006,25.7333333333
66,17:10:15,Cauca,111,100.0, 111,Bolivar,34.62,2772.0,11.0,65.37,5234.0,http://plebiscito.registraduria.gov.co/99PL/DPL11007ZZZZZZZZZZZZ_L1.htm,27.22,8455.0,31054.0,6,286,8.006,309.5625
67,17:10:15,Cauca,111,100.0, 111,Bolivar,34.62,2772.0,11.0,65.37,5234.0,http://plebiscito.registraduria.gov.co/99PL/DPL11007ZZZZZZZZZZZZ_L1.htm,27.22,8455.0,31054.0,6,286,8.006,34.1428571429
68,17:10:15,Cauca,111,100.0, 111,Bolivar,34.62,2772.0,11.0,65.37,5234.0,http://plebiscito.registraduria.gov.co/99PL/DPL11007ZZZZZZZZZZZZ_L1.htm,27.22,8455.0,31054.0,6,286,8.006,61.4375
69,16:40:15,Santander,28,100.0, 28,Bolivar,47.58,1271.0,6.0,52.41,1400.0,http://plebiscito.registraduria.gov.co/99PL/DPL27025ZZZZZZZZZZZZ_L1.htm,34.35,2845.0,8280.0,1,98,2.671,25.7333333333
70,16:40:15,Santander,28,100.0, 28,Bolivar,47.58,1271.0,6.0,52.41,1400.0,http://plebiscito.registraduria.gov.co/99PL/DPL27025ZZZZZZZZZZZZ_L1.htm,34.35,2845.0,8280.0,1,98,2.671,309.5625
71,16:40:15,Santander,28,100.0, 28,Bolivar,47.58,1271.0,6.0,52.41,1400.0,http://plebiscito.registraduria.gov.co/99PL/DPL27025ZZZZZZZZZZZZ_L1.htm,34.35,2845.0,8280.0,1,98,2.671,34.1428571429
72,16:40:15,Santander,28,100.0, 28,Bolivar,47.58,1271.0,6.0,52.41,1400.0,http://plebiscito.registraduria.gov.co/99PL/DPL27025ZZZZZZZZZZZZ_L1.htm,34.35,2845.0,8280.0,1,98,2.671,61.4375
73,17:10:15,Valle,38,100.0, 38,Bolivar,57.19,2759.0,11.0,42.8,2065.0,http://plebiscito.registraduria.gov.co/99PL/DPL31016ZZZZZZZZZZZZ_L1.htm,37.07,4964.0,13389.0,4,75,4.824,25.7333333333
74,17:10:15,Valle,38,100.0, 38,Bolivar,57.19,2759.0,11.0,42.8,2065.0,http://plebiscito.registraduria.gov.co/99PL/DPL31016ZZZZZZZZZZZZ_L1.htm,37.07,4964.0,13389.0,4,75,4.824,309.5625
75,17:10:15,Valle,38,100.0, 38,Bolivar,57.19,2759.0,11.0,42.8,2065.0,http://plebiscito.registraduria.gov.co/99PL/DPL31016ZZZZZZZZZZZZ_L1.htm,37.07,4964.0,13389.0,4,75,4.824,34.1428571429
76,17:10:15,Valle,38,100.0, 38,Bolivar,57.19,2759.0,11.0,42.8,2065.0,http://plebiscito.registraduria.gov.co/99PL/DPL31016ZZZZZZZZZZZZ_L1.htm,37.07,4964.0,13389.0,4,75,4.824,61.4375
77,16:50:15,Antioquia,19,100.0, 19,Briceño,30.64,604.0,7.0,69.35,1367.0,http://plebiscito.registraduria.gov.co/99PL/DPL01062ZZZZZZZZZZZZ_L1.htm,33.68,2078.0,6169.0,1,45,1.971,80.9375
78,16:50:15,Antioquia,19,100.0, 19,Briceño,30.64,604.0,7.0,69.35,1367.0,http://plebiscito.registraduria.gov.co/99PL/DPL01062ZZZZZZZZZZZZ_L1.htm,33.68,2078.0,6169.0,1,45,1.971,1.14285714286
79,16:35:15,Boyaca,5,100.0, 5,Briceño,37.45,282.0,4.0,62.54,471.0,http://plebiscito.registraduria.gov.co/99PL/DPL07028ZZZZZZZZZZZZ_L1.htm,36.79,772.0,2098.0,,7,753,80.9375
80,16:35:15,Boyaca,5,100.0, 5,Briceño,37.45,282.0,4.0,62.54,471.0,http://plebiscito.registraduria.gov.co/99PL/DPL07028ZZZZZZZZZZZZ_L1.htm,36.79,772.0,2098.0,,7,753,1.14285714286
81,17:00:15,Antioquia,19,100.0, 19,Buritica,65.24,890.0,4.0,34.75,474.0,http://plebiscito.registraduria.gov.co/99PL/DPL01061ZZZZZZZZZZZZ_L1.htm,20.58,1406.0,6829.0,4,20,1.364,190.2
82,16:50:15,Antioquia,48,100.0, 48,Caceres,35.14,1358.0,7.0,64.85,2506.0,http://plebiscito.registraduria.gov.co/99PL/DPL01064ZZZZZZZZZZZZ_L1.htm,20.23,4004.0,19788.0,4,83,3.864,339.5625
83,17:10:15,Antioquia,15,100.0, 15,Caicedo,60.83,921.0,8.0,39.16,593.0,http://plebiscito.registraduria.gov.co/99PL/DPL01067ZZZZZZZZZZZZ_L1.htm,26.26,1600.0,6091.0,4,43,1.514,25.4375
84,16:50:15,Antioquia,129,100.0, 129,Caldas,63.47,16149.0,8.0,36.52,9292.0,http://plebiscito.registraduria.gov.co/99PL/DPL01070ZZZZZZZZZZZZ_L1.htm,42.85,25961.0,60580.0,41,397,25.441,57.125
85,16:50:15,Antioquia,129,100.0, 129,Caldas,63.47,16149.0,8.0,36.52,9292.0,http://plebiscito.registraduria.gov.co/99PL/DPL01070ZZZZZZZZZZZZ_L1.htm,42.85,25961.0,60580.0,41,397,25.441,0.357142857143
86,16:30:15,Boyaca,9,100.0, 9,Caldas,41.03,453.0,4.0,58.96,651.0,http://plebiscito.registraduria.gov.co/99PL/DPL07037ZZZZZZZZZZZZ_L1.htm,34.74,1139.0,3278.0,4,24,1.104,57.125
87,16:30:15,Boyaca,9,100.0, 9,Caldas,41.03,453.0,4.0,58.96,651.0,http://plebiscito.registraduria.gov.co/99PL/DPL07037ZZZZZZZZZZZZ_L1.htm,34.74,1139.0,3278.0,4,24,1.104,0.357142857143
88,16:45:15,Antioquia,15,100.0, 15,Campamento,49.38,604.0,5.0,50.61,619.0,http://plebiscito.registraduria.gov.co/99PL/DPL01073ZZZZZZZZZZZZ_L1.htm,20.37,1296.0,6360.0,3,41,1.223,39.2666666667
89,16:45:15,Antioquia,33,100.0, 33,Cañasgordas,58.9,2739.0,7.0,41.09,1911.0,http://plebiscito.registraduria.gov.co/99PL/DPL01076ZZZZZZZZZZZZ_L1.htm,36.44,4884.0,13402.0,0,121,4.650,53.0
90,16:45:15,Antioquia,14,100.0, 14,Caracoli,50.64,593.0,6.0,49.35,578.0,http://plebiscito.registraduria.gov.co/99PL/DPL01078ZZZZZZZZZZZZ_L1.htm,24.69,1199.0,4856.0,1,12,1.171,7.53846153846
91,16:35:15,Antioquia,14,100.0, 14,Caramanta,58.17,790.0,4.0,41.82,568.0,http://plebiscito.registraduria.gov.co/99PL/DPL01079ZZZZZZZZZZZZ_L1.htm,27.08,1417.0,5231.0,8,26,1.358,5.92857142857
92,17:15:15,Antioquia,98,100.0, 98,Carepa,53.2,6057.0,10.0,46.79,5327.0,http://plebiscito.registraduria.gov.co/99PL/DPL01080ZZZZZZZZZZZZ_L1.htm,28.29,11733.0,41461.0,84,190,11.384,543.0
93,16:55:15,Antioquia,80,100.0, 80,Carmen De Viboral,66.11,10787.0,9.0,33.88,5528.0,http://plebiscito.registraduria.gov.co/99PL/DPL01082ZZZZZZZZZZZZ_L1.htm,50.65,16750.0,33070.0,15,272,16.315,168.5
94,16:55:15,Antioquia,11,100.0, 11,Carolina,58.0,641.0,7.0,41.99,464.0,http://plebiscito.registraduria.gov.co/99PL/DPL01085ZZZZZZZZZZZZ_L1.htm,28.17,1150.0,4081.0,5,23,1.105,8.21428571429
95,17:40:15,Antioquia,162,100.0, 162,Caucasia,56.63,11495.0,13.0,43.36,8801.0,http://plebiscito.registraduria.gov.co/99PL/DPL01088ZZZZZZZZZZZZ_L1.htm,31.61,20911.0,66133.0,96,368,20.296,583.5625
96,16:55:15,Antioquia,89,100.0, 89,Chigorodo,47.6,5745.0,9.0,52.39,6322.0,http://plebiscito.registraduria.gov.co/99PL/DPL01106ZZZZZZZZZZZZ_L1.htm,27.66,12392.0,44791.0,67,187,12.067,289.125
97,16:45:15,Antioquia,26,100.0, 26,Cisneros,62.88,1837.0,6.0,37.11,1084.0,http://plebiscito.registraduria.gov.co/99PL/DPL01091ZZZZZZZZZZZZ_L1.htm,26.38,3017.0,11434.0,1,63,2.921,23.25
98,16:55:15,Antioquia,34,100.0, 34,Cocorna,64.6,3006.0,9.0,35.39,1647.0,http://plebiscito.registraduria.gov.co/99PL/DPL01094ZZZZZZZZZZZZ_L1.htm,37.51,4864.0,12965.0,3,81,4.653,301.5
99,16:55:15,Antioquia,10,100.0, 10,Concepcion,61.94,931.0,5.0,38.05,572.0,http://plebiscito.registraduria.gov.co/99PL/DPL01097ZZZZZZZZZZZZ_L1.htm,35.22,1553.0,4409.0,3,27,1.503,36.2666666667
100,16:55:15,Antioquia,10,100.0, 10,Concepcion,61.94,931.0,5.0,38.05,572.0,http://plebiscito.registraduria.gov.co/99PL/DPL01097ZZZZZZZZZZZZ_L1.htm,35.22,1553.0,4409.0,3,27,1.503,30.0
101,16:40:15,Santander,15,100.0, 15,Concepcion,61.25,1015.0,5.0,38.74,642.0,http://plebiscito.registraduria.gov.co/99PL/DPL27046ZZZZZZZZZZZZ_L1.htm,38.5,1884.0,4893.0,7,62,1.657,36.2666666667
102,16:40:15,Santander,15,100.0, 15,Concepcion,61.25,1015.0,5.0,38.74,642.0,http://plebiscito.registraduria.gov.co/99PL/DPL27046ZZZZZZZZZZZZ_L1.htm,38.5,1884.0,4893.0,7,62,1.657,30.0
103,16:45:15,Antioquia,38,100.0, 38,Concordia,67.58,2081.0,7.0,32.41,998.0,http://plebiscito.registraduria.gov.co/99PL/DPL01100ZZZZZZZZZZZZ_L1.htm,19.86,3184.0,16027.0,9,50,3.079,37.6875
104,16:45:15,Antioquia,38,100.0, 38,Concordia,67.58,2081.0,7.0,32.41,998.0,http://plebiscito.registraduria.gov.co/99PL/DPL01100ZZZZZZZZZZZZ_L1.htm,19.86,3184.0,16027.0,9,50,3.079,4.57142857143
105,17:05:15,Magdalena,25,100.0, 25,Concordia,13.15,341.0,8.0,86.84,2251.0,http://plebiscito.registraduria.gov.co/99PL/DPL21020ZZZZZZZZZZZZ_L1.htm,24.82,2623.0,10564.0,2,16,2.592,37.6875
106,17:05:15,Magdalena,25,100.0, 25,Concordia,13.15,341.0,8.0,86.84,2251.0,http://plebiscito.registraduria.gov.co/99PL/DPL21020ZZZZZZZZZZZZ_L1.htm,24.82,2623.0,10564.0,2,16,2.592,4.57142857143
107,17:20:15,Antioquia,127,100.0, 127,Copacabana,61.21,15052.0,11.0,38.78,9535.0,http://plebiscito.registraduria.gov.co/99PL/DPL01103ZZZZZZZZZZZZ_L1.htm,40.73,25279.0,62062.0,87,369,24.587,61.75
108,16:50:15,Antioquia,41,100.0, 41,Dabeiba,35.31,1622.0,7.0,64.68,2971.0,http://plebiscito.registraduria.gov.co/99PL/DPL01109ZZZZZZZZZZZZ_L1.htm,28.6,4858.0,16986.0,3,99,4.593,267.4375
109,16:45:15,Antioquia,39,100.0, 39,Don Matias,73.97,3898.0,6.0,26.02,1371.0,http://plebiscito.registraduria.gov.co/99PL/DPL01112ZZZZZZZZZZZZ_L1.htm,32.46,5381.0,16576.0,9,71,5.269,58.8666666667
110,16:55:15,Antioquia,29,100.0, 29,Ebejico,64.9,1788.0,7.0,35.09,967.0,http://plebiscito.registraduria.gov.co/99PL/DPL01115ZZZZZZZZZZZZ_L1.htm,24.91,2846.0,11421.0,5,32,2.755,11.2
