,avancealas,department_name,mesas_number,mesas_percentage,mesas_total,municipality_name,no_percentage,no_votes,resaltar,si_percentage,si_votes,url,votacion_percentage,votacion_personas_number,votacion_personas_total,votosnomarcados,votosnulos,votosvalidos,idps_avg19992014
273,16:50:15,Antioquia,29,100.0, 29,Valdivia,49.92,1069.0,6.0,50.07,1072.0,http://plebiscito.registraduria.gov.co/99PL/DPL01286ZZZZZZZZZZZZ_L1.htm,18.75,2261.0,12054.0,1,57,2.141,417.666666667
274,16:45:15,Antioquia,15,100.0, 15,Valparaiso,59.93,893.0,7.0,40.06,597.0,http://plebiscito.registraduria.gov.co/99PL/DPL01289ZZZZZZZZZZZZ_L1.htm,27.07,1534.0,5665.0,0,22,1.490,2.8
275,16:45:15,Antioquia,15,100.0, 15,Valparaiso,59.93,893.0,7.0,40.06,597.0,http://plebiscito.registraduria.gov.co/99PL/DPL01289ZZZZZZZZZZZZ_L1.htm,27.07,1534.0,5665.0,0,22,1.490,159.625
276,16:30:15,Caqueta,15,100.0, 15,Valparaiso,52.64,805.0,4.0,47.35,724.0,http://plebiscito.registraduria.gov.co/99PL/DPL44040ZZZZZZZZZZZZ_L1.htm,26.03,1611.0,6188.0,9,60,1.529,2.8
277,16:30:15,Caqueta,15,100.0, 15,Valparaiso,52.64,805.0,4.0,47.35,724.0,http://plebiscito.registraduria.gov.co/99PL/DPL44040ZZZZZZZZZZZZ_L1.htm,26.03,1611.0,6188.0,9,60,1.529,159.625
278,16:45:15,Antioquia,24,100.0, 24,Vegachi,71.59,1268.0,5.0,28.4,503.0,http://plebiscito.registraduria.gov.co/99PL/DPL01290ZZZZZZZZZZZZ_L1.htm,18.07,1837.0,10165.0,1,22,1.771,72.3333333333
279,16:45:15,Antioquia,28,100.0, 28,Venecia,61.69,1767.0,6.0,38.3,1097.0,http://plebiscito.registraduria.gov.co/99PL/DPL01292ZZZZZZZZZZZZ_L1.htm,26.56,2916.0,10977.0,4,26,2.864,7.8
280,16:45:15,Antioquia,28,100.0, 28,Venecia,61.69,1767.0,6.0,38.3,1097.0,http://plebiscito.registraduria.gov.co/99PL/DPL01292ZZZZZZZZZZZZ_L1.htm,26.56,2916.0,10977.0,4,26,2.864,20.9375
281,17:00:15,Cundinamarca,9,100.0, 9,Venecia,43.1,513.0,5.0,56.89,677.0,http://plebiscito.registraduria.gov.co/99PL/DPL15318ZZZZZZZZZZZZ_L1.htm,34.05,1213.0,3562.0,0,15,1.190,7.8
282,17:00:15,Cundinamarca,9,100.0, 9,Venecia,43.1,513.0,5.0,56.89,677.0,http://plebiscito.registraduria.gov.co/99PL/DPL15318ZZZZZZZZZZZZ_L1.htm,34.05,1213.0,3562.0,0,15,1.190,20.9375
283,17:35:15,Antioquia,17,100.0, 17,Vigia Del Fuerte,3.97,86.0,8.0,96.02,2079.0,http://plebiscito.registraduria.gov.co/99PL/DPL01291ZZZZZZZZZZZZ_L1.htm,41.69,2187.0,5245.0,5,13,2.165,121.466666667
284,16:40:15,Antioquia,14,100.0, 14,Yali,61.29,692.0,2.0,38.7,437.0,http://plebiscito.registraduria.gov.co/99PL/DPL01293ZZZZZZZZZZZZ_L1.htm,19.31,1160.0,6006.0,9,6,1.129,70.5384615385
285,17:10:15,Antioquia,74,100.0, 74,Yarumal,67.43,6091.0,13.0,32.56,2941.0,http://plebiscito.registraduria.gov.co/99PL/DPL01295ZZZZZZZZZZZZ_L1.htm,28.65,9483.0,33092.0,2,187,9.032,171.733333333
286,16:50:15,Antioquia,39,100.0, 39,Yolombo,60.45,2055.0,8.0,39.54,1344.0,http://plebiscito.registraduria.gov.co/99PL/DPL01298ZZZZZZZZZZZZ_L1.htm,22.11,3512.0,15878.0,9,57,3.399,70.0
287,16:45:15,Antioquia,44,100.0, 44,Zaragoza,50.79,1726.0,6.0,49.2,1672.0,http://plebiscito.registraduria.gov.co/99PL/DPL01301ZZZZZZZZZZZZ_L1.htm,18.71,3545.0,18939.0,8,88,3.398,511.4
288,17:00:15,Arauca,156,100.0, 156,Arauca,65.05,15191.0,11.0,34.94,8159.0,http://plebiscito.registraduria.gov.co/99PL/DPL40001ZZZZZZZZZZZZ_L1.htm,35.23,23936.0,67929.0,50,447,23.350,953.125
289,16:55:15,Arauca,65,100.0, 65,Arauquita,23.52,2289.0,10.0,76.47,7440.0,http://plebiscito.registraduria.gov.co/99PL/DPL40010ZZZZZZZZZZZZ_L1.htm,37.07,10113.0,27274.0,9,234,9.729,377.5625
290,16:40:15,Arauca,9,100.0, 9,Cravo Norte,59.77,630.0,4.0,40.22,424.0,http://plebiscito.registraduria.gov.co/99PL/DPL40015ZZZZZZZZZZZZ_L1.htm,30.94,1103.0,3564.0,4,38,1.054,48.125
291,17:00:15,Arauca,26,100.0, 26,Fortul,31.25,1063.0,8.0,68.74,2338.0,http://plebiscito.registraduria.gov.co/99PL/DPL40017ZZZZZZZZZZZZ_L1.htm,33.41,3646.0,10912.0,1,187,3.401,261.875
292,16:35:15,Arauca,14,100.0, 14,Puerto Rondon,60.87,666.0,6.0,39.12,428.0,http://plebiscito.registraduria.gov.co/99PL/DPL40020ZZZZZZZZZZZZ_L1.htm,31.09,1131.0,3637.0,4,19,1.094,114.466666667
293,16:45:15,Arauca,73,100.0, 73,Saravena,53.69,5168.0,7.0,46.3,4457.0,http://plebiscito.registraduria.gov.co/99PL/DPL40025ZZZZZZZZZZZZ_L1.htm,31.83,10091.0,31702.0,5,335,9.625,862.25
294,16:50:15,Arauca,80,100.0, 80,Tame,49.34,5267.0,9.0,50.65,5407.0,http://plebiscito.registraduria.gov.co/99PL/DPL40005ZZZZZZZZZZZZ_L1.htm,35.01,11068.0,31607.0,74,263,10.674,1071.1875
295,16:40:15,Atlantico,108,100.0, 108,Baranoa,27.65,3416.0,6.0,72.34,8936.0,http://plebiscito.registraduria.gov.co/99PL/DPL03004ZZZZZZZZZZZZ_L1.htm,27.38,12549.0,45824.0,52,58,12.352,34.6875
296,17:05:15,Atlantico,2350,100.0, 2350,Barranquilla,42.55,108178.0,12.0,57.44,146039.0,http://plebiscito.registraduria.gov.co/99PL/DPL03001ZZZZZZZZZZZZ_L1.htm,24.9,256375.0,1029268.0,217,1.111,254.217,3420.0
297,16:30:15,Atlantico,45,100.0, 45,Campo De La Cruz,37.95,1057.0,4.0,62.04,1728.0,http://plebiscito.registraduria.gov.co/99PL/DPL03007ZZZZZZZZZZZZ_L1.htm,14.56,2812.0,19302.0,5,14,2.785,17.0666666667
298,16:55:15,Atlantico,27,100.0, 27,Candelaria,30.36,906.0,8.0,69.63,2078.0,http://plebiscito.registraduria.gov.co/99PL/DPL03010ZZZZZZZZZZZZ_L1.htm,26.86,3034.0,11294.0,4,25,2.984,5.07142857143
299,16:55:15,Atlantico,27,100.0, 27,Candelaria,30.36,906.0,8.0,69.63,2078.0,http://plebiscito.registraduria.gov.co/99PL/DPL03010ZZZZZZZZZZZZ_L1.htm,26.86,3034.0,11294.0,4,25,2.984,109.75
300,17:00:15,Valle,154,100.0, 154,Candelaria,53.47,12525.0,11.0,46.52,10898.0,http://plebiscito.registraduria.gov.co/99PL/DPL31031ZZZZZZZZZZZZ_L1.htm,35.01,23999.0,68548.0,23,440,23.423,5.07142857143
301,17:00:15,Valle,154,100.0, 154,Candelaria,53.47,12525.0,11.0,46.52,10898.0,http://plebiscito.registraduria.gov.co/99PL/DPL31031ZZZZZZZZZZZZ_L1.htm,35.01,23999.0,68548.0,23,440,23.423,109.75
302,16:55:15,Atlantico,82,100.0, 82,Galapa,37.98,3176.0,7.0,62.01,5186.0,http://plebiscito.registraduria.gov.co/99PL/DPL03013ZZZZZZZZZZZZ_L1.htm,24.45,8464.0,34607.0,2,74,8.362,75.1875
303,16:45:15,Atlantico,41,100.0, 41,Juan De Acosta,31.17,1082.0,7.0,68.82,2389.0,http://plebiscito.registraduria.gov.co/99PL/DPL03016ZZZZZZZZZZZZ_L1.htm,20.37,3500.0,17179.0,1,19,3.471,5.92307692308
304,16:55:15,Atlantico,56,100.0, 56,Luruaco,35.48,1246.0,8.0,64.51,2265.0,http://plebiscito.registraduria.gov.co/99PL/DPL03019ZZZZZZZZZZZZ_L1.htm,15.44,3564.0,23080.0,1,25,3.511,19.4375
305,17:00:15,Atlantico,164,100.0, 164,Malambo,43.94,6908.0,10.0,56.05,8810.0,http://plebiscito.registraduria.gov.co/99PL/DPL03022ZZZZZZZZZZZZ_L1.htm,21.15,15857.0,74964.0,18,94,15.718,344.3125
306,16:40:15,Atlantico,31,100.0, 31,Manati,16.03,317.0,5.0,83.96,1660.0,http://plebiscito.registraduria.gov.co/99PL/DPL03025ZZZZZZZZZZZZ_L1.htm,14.87,1995.0,13416.0,7,10,1.977,8.85714285714
307,16:30:15,Atlantico,45,100.0, 45,Palmar De Varela,28.0,1117.0,3.0,71.99,2871.0,http://plebiscito.registraduria.gov.co/99PL/DPL03028ZZZZZZZZZZZZ_L1.htm,21.72,4265.0,19636.0,8,22,3.988,41.7857142857
308,16:40:15,Atlantico,14,100.0, 14,Piojo,25.91,391.0,5.0,74.08,1118.0,http://plebiscito.registraduria.gov.co/99PL/DPL03031ZZZZZZZZZZZZ_L1.htm,28.41,1537.0,5409.0,9,15,1.509,1.30769230769
309,16:50:15,Atlantico,29,100.0, 29,Polonuevo,18.87,639.0,6.0,81.12,2746.0,http://plebiscito.registraduria.gov.co/99PL/DPL03034ZZZZZZZZZZZZ_L1.htm,28.06,3437.0,12246.0,5,29,3.385,20.4285714286
310,16:50:15,Atlantico,42,100.0, 42,Ponedera,36.75,1421.0,7.0,63.24,2445.0,http://plebiscito.registraduria.gov.co/99PL/DPL03035ZZZZZZZZZZZZ_L1.htm,21.99,3909.0,17776.0,6,20,3.866,137.4
311,16:45:15,Atlantico,74,100.0, 74,Puerto Colombia,38.47,3565.0,6.0,61.52,5701.0,http://plebiscito.registraduria.gov.co/99PL/DPL03037ZZZZZZZZZZZZ_L1.htm,29.63,9330.0,31487.0,6,38,9.266,33.3333333333
312,16:45:15,Atlantico,74,100.0, 74,Puerto Colombia,38.47,3565.0,6.0,61.52,5701.0,http://plebiscito.registraduria.gov.co/99PL/DPL03037ZZZZZZZZZZZZ_L1.htm,29.63,9330.0,31487.0,6,38,9.266,1.07142857143
313,17:05:15,Guainia,4,100.0, 4,Puerto Colombia,42.85,45.0,3.0,57.14,60.0,http://plebiscito.registraduria.gov.co/99PL/DPL50090ZZZZZZZZZZZZ_L1.htm,8.78,106.0,1207.0,,0,105,33.3333333333
314,17:05:15,Guainia,4,100.0, 4,Puerto Colombia,42.85,45.0,3.0,57.14,60.0,http://plebiscito.registraduria.gov.co/99PL/DPL50090ZZZZZZZZZZZZ_L1.htm,8.78,106.0,1207.0,,0,105,1.07142857143
315,16:45:15,Atlantico,44,100.0, 44,Repelon,19.95,829.0,7.0,80.04,3325.0,http://plebiscito.registraduria.gov.co/99PL/DPL03040ZZZZZZZZZZZZ_L1.htm,22.86,4213.0,18423.0,4,24,4.154,11.5333333333
316,16:40:15,Atlantico,54,100.0, 54,Sabanagrande,36.07,1835.0,6.0,63.92,3251.0,http://plebiscito.registraduria.gov.co/99PL/DPL03043ZZZZZZZZZZZZ_L1.htm,22.52,5132.0,22784.0,6,29,5.086,93.0625
317,16:40:15,Atlantico,24,100.0, 24,Santa Lucia,24.69,481.0,5.0,75.3,1467.0,http://plebiscito.registraduria.gov.co/99PL/DPL03047ZZZZZZZZZZZZ_L1.htm,19.83,1969.0,9928.0,8,18,1.948,14.6666666667
318,16:40:15,Atlantico,62,100.0, 62,Santo Tomas,28.3,1614.0,7.0,71.69,4088.0,http://plebiscito.registraduria.gov.co/99PL/DPL03049ZZZZZZZZZZZZ_L1.htm,22.2,5743.0,25858.0,2,24,5.702,101.625
319,16:50:15,Atlantico,606,100.0, 606,Soledad,41.02,23487.0,8.0,58.97,33765.0,http://plebiscito.registraduria.gov.co/99PL/DPL03052ZZZZZZZZZZZZ_L1.htm,21.86,57785.0,264289.0,52,307,57.252,1309.9375
320,16:35:15,Atlantico,22,100.0, 22,Suan,24.15,585.0,4.0,75.84,1837.0,http://plebiscito.registraduria.gov.co/99PL/DPL03055ZZZZZZZZZZZZ_L1.htm,25.41,2428.0,9555.0,2,3,2.422,107.8
321,16:45:15,Atlantico,24,100.0, 24,Tubara,32.23,898.0,7.0,67.76,1888.0,http://plebiscito.registraduria.gov.co/99PL/DPL03058ZZZZZZZZZZZZ_L1.htm,29.73,2819.0,9481.0,6,16,2.786,14.3125
322,16:40:15,Atlantico,17,100.0, 17,Usiacuri,22.57,489.0,4.0,77.42,1677.0,http://plebiscito.registraduria.gov.co/99PL/DPL03061ZZZZZZZZZZZZ_L1.htm,29.27,2195.0,7497.0,6,15,2.166,49.2142857143
323,17:10:15,Bogota D.C.,12078,100.0, 12078,Bogota. D.C.,43.92,1114933.0,14.0,56.07,1423612.0,http://plebiscito.registraduria.gov.co/99PL/DPL16001ZZZZZZZZZZZZ_L1.htm,46.33,2570359.0,5547172.0,8.545,25.213,2.538.545,31891.0625
324,17:10:15,Bolivar,44,100.0, 44,Achi,30.31,1874.0,10.0,69.68,4307.0,http://plebiscito.registraduria.gov.co/99PL/DPL05004ZZZZZZZZZZZZ_L1.htm,40.18,6329.0,15748.0,1,87,6.181,100.933333333
325,16:40:15,Bolivar,18,100.0, 18,Altos Del Rosario,43.33,601.0,6.0,56.66,786.0,http://plebiscito.registraduria.gov.co/99PL/DPL05006ZZZZZZZZZZZZ_L1.htm,21.35,1424.0,6667.0,7,15,1.387,47.0
326,16:45:15,Bolivar,14,100.0, 14,Arenal,11.93,229.0,6.0,88.06,1690.0,http://plebiscito.registraduria.gov.co/99PL/DPL05005ZZZZZZZZZZZZ_L1.htm,34.66,1950.0,5625.0,9,23,1.919,91.8
327,17:00:15,Bolivar,113,100.0, 113,Arjona,37.65,3642.0,10.0,62.34,6030.0,http://plebiscito.registraduria.gov.co/99PL/DPL05007ZZZZZZZZZZZZ_L1.htm,19.15,9785.0,51077.0,2,63,9.672,124.8125
328,16:55:15,Bolivar,21,100.0, 21,Arroyo Hondo,24.51,363.0,8.0,75.48,1118.0,http://plebiscito.registraduria.gov.co/99PL/DPL05009ZZZZZZZZZZZZ_L1.htm,20.59,1516.0,7362.0,1,7,1.481,0.0769230769231
329,16:45:15,Bolivar,30,100.0, 30,Barranco De Loba,46.7,1284.0,7.0,53.29,1465.0,http://plebiscito.registraduria.gov.co/99PL/DPL05010ZZZZZZZZZZZZ_L1.htm,25.56,2830.0,11068.0,9,22,2.749,83.7333333333
330,16:55:15,Bolivar,44,100.0, 44,Calamar,41.04,1490.0,8.0,58.95,2140.0,http://plebiscito.registraduria.gov.co/99PL/DPL05013ZZZZZZZZZZZZ_L1.htm,21.02,3715.0,17670.0,0,37,3.630,11.4
331,16:55:15,Bolivar,44,100.0, 44,Calamar,41.04,1490.0,8.0,58.95,2140.0,http://plebiscito.registraduria.gov.co/99PL/DPL05013ZZZZZZZZZZZZ_L1.htm,21.02,3715.0,17670.0,0,37,3.630,95.625
332,17:10:15,Guaviare,13,100.0, 13,Calamar,27.87,417.0,3.0,72.12,1079.0,http://plebiscito.registraduria.gov.co/99PL/DPL54003ZZZZZZZZZZZZ_L1.htm,28.03,1537.0,5482.0,6,24,1.496,11.4
333,17:10:15,Guaviare,13,100.0, 13,Calamar,27.87,417.0,3.0,72.12,1079.0,http://plebiscito.registraduria.gov.co/99PL/DPL54003ZZZZZZZZZZZZ_L1.htm,28.03,1537.0,5482.0,6,24,1.496,95.625
334,17:35:15,Bolivar,15,100.0, 15,Cantagallo,28.04,732.0,9.0,71.95,1878.0,http://plebiscito.registraduria.gov.co/99PL/DPL05014ZZZZZZZZZZZZ_L1.htm,43.95,2671.0,6076.0,0,44,2.610,476.266666667
335,17:10:15,Bolivar,1654,100.0, 1654,Cartagena,44.26,64735.0,13.0,55.73,81500.0,http://plebiscito.registraduria.gov.co/99PL/DPL05001ZZZZZZZZZZZZ_L1.htm,20.12,147441.0,732774.0,235,518,146.235,4644.125
336,16:50:15,Bolivar,24,100.0, 24,Cicuco,29.13,856.0,8.0,70.86,2082.0,http://plebiscito.registraduria.gov.co/99PL/DPL05015ZZZZZZZZZZZZ_L1.htm,31.97,2988.0,9346.0,8,21,2.938,5.46666666667
337,17:00:15,Bolivar,24,100.0, 24,Clemencia,33.98,590.0,6.0,66.01,1146.0,http://plebiscito.registraduria.gov.co/99PL/DPL05018ZZZZZZZZZZZZ_L1.htm,17.19,1772.0,10304.0,6,17,1.736,19.8571428571
338,17:05:15,Bolivar,35,100.0, 35,Cordoba,21.69,1001.0,8.0,78.3,3612.0,http://plebiscito.registraduria.gov.co/99PL/DPL05016ZZZZZZZZZZZZ_L1.htm,36.17,4722.0,13053.0,3,43,4.613,117.928571429
339,17:05:15,Bolivar,35,100.0, 35,Cordoba,21.69,1001.0,8.0,78.3,3612.0,http://plebiscito.registraduria.gov.co/99PL/DPL05016ZZZZZZZZZZZZ_L1.htm,36.17,4722.0,13053.0,3,43,4.613,162.5625
340,17:05:15,Bolivar,35,100.0, 35,Cordoba,21.69,1001.0,8.0,78.3,3612.0,http://plebiscito.registraduria.gov.co/99PL/DPL05016ZZZZZZZZZZZZ_L1.htm,36.17,4722.0,13053.0,3,43,4.613,48.6875
341,16:40:15,Nariño,27,100.0, 27,Cordoba,37.83,1301.0,6.0,62.16,2138.0,http://plebiscito.registraduria.gov.co/99PL/DPL23031ZZZZZZZZZZZZ_L1.htm,35.27,3564.0,10104.0,9,53,3.439,117.928571429
342,16:40:15,Nariño,27,100.0, 27,Cordoba,37.83,1301.0,6.0,62.16,2138.0,http://plebiscito.registraduria.gov.co/99PL/DPL23031ZZZZZZZZZZZZ_L1.htm,35.27,3564.0,10104.0,9,53,3.439,162.5625
343,16:40:15,Nariño,27,100.0, 27,Cordoba,37.83,1301.0,6.0,62.16,2138.0,http://plebiscito.registraduria.gov.co/99PL/DPL23031ZZZZZZZZZZZZ_L1.htm,35.27,3564.0,10104.0,9,53,3.439,48.6875
344,16:35:15,Quindio,12,100.0, 12,Cordoba,54.1,1028.0,5.0,45.89,872.0,http://plebiscito.registraduria.gov.co/99PL/DPL26025ZZZZZZZZZZZZ_L1.htm,38.5,1960.0,5090.0,0,35,1.900,117.928571429
345,16:35:15,Quindio,12,100.0, 12,Cordoba,54.1,1028.0,5.0,45.89,872.0,http://plebiscito.registraduria.gov.co/99PL/DPL26025ZZZZZZZZZZZZ_L1.htm,38.5,1960.0,5090.0,0,35,1.900,162.5625
346,16:35:15,Quindio,12,100.0, 12,Cordoba,54.1,1028.0,5.0,45.89,872.0,http://plebiscito.registraduria.gov.co/99PL/DPL26025ZZZZZZZZZZZZ_L1.htm,38.5,1960.0,5090.0,0,35,1.900,48.6875
347,18:45:15,Bolivar,129,100.0, 129,El Carmen De Bolivar,46.79,7290.0,14.0,53.2,8287.0,http://plebiscito.registraduria.gov.co/99PL/DPL05022ZZZZZZZZZZZZ_L1.htm,29.8,15922.0,53418.0,77,216,15.577,1579.6875
348,18:45:15,Bolivar,129,100.0, 129,El Carmen De Bolivar,46.79,7290.0,14.0,53.2,8287.0,http://plebiscito.registraduria.gov.co/99PL/DPL05022ZZZZZZZZZZZZ_L1.htm,29.8,15922.0,53418.0,77,216,15.577,164.5625
349,18:45:15,Bolivar,129,100.0, 129,El Carmen De Bolivar,46.79,7290.0,14.0,53.2,8287.0,http://plebiscito.registraduria.gov.co/99PL/DPL05022ZZZZZZZZZZZZ_L1.htm,29.8,15922.0,53418.0,77,216,15.577,35.6
350,16:40:15,Bolivar,19,100.0, 19,El Guamo,20.42,405.0,5.0,79.57,1578.0,http://plebiscito.registraduria.gov.co/99PL/DPL05025ZZZZZZZZZZZZ_L1.htm,27.69,2017.0,7284.0,3,11,1.983,4.66666666667
351,16:45:15,Bolivar,17,100.0, 17,El Peñon,38.65,574.0,6.0,61.34,911.0,http://plebiscito.registraduria.gov.co/99PL/DPL05027ZZZZZZZZZZZZ_L1.htm,26.09,1519.0,5820.0,5,15,1.485,5.07142857143
352,16:45:15,Bolivar,17,100.0, 17,El Peñon,38.65,574.0,6.0,61.34,911.0,http://plebiscito.registraduria.gov.co/99PL/DPL05027ZZZZZZZZZZZZ_L1.htm,26.09,1519.0,5820.0,5,15,1.485,5.28571428571
353,16:45:15,Bolivar,17,100.0, 17,El Peñon,38.65,574.0,6.0,61.34,911.0,http://plebiscito.registraduria.gov.co/99PL/DPL05027ZZZZZZZZZZZZ_L1.htm,26.09,1519.0,5820.0,5,15,1.485,15.7333333333
354,16:30:15,Cundinamarca,12,100.0, 12,El Peñon,60.82,809.0,5.0,39.17,521.0,http://plebiscito.registraduria.gov.co/99PL/DPL15070ZZZZZZZZZZZZ_L1.htm,31.62,1376.0,4351.0,0,17,1.330,5.07142857143
355,16:30:15,Cundinamarca,12,100.0, 12,El Peñon,60.82,809.0,5.0,39.17,521.0,http://plebiscito.registraduria.gov.co/99PL/DPL15070ZZZZZZZZZZZZ_L1.htm,31.62,1376.0,4351.0,0,17,1.330,5.28571428571
356,16:30:15,Cundinamarca,12,100.0, 12,El Peñon,60.82,809.0,5.0,39.17,521.0,http://plebiscito.registraduria.gov.co/99PL/DPL15070ZZZZZZZZZZZZ_L1.htm,31.62,1376.0,4351.0,0,17,1.330,15.7333333333
357,16:50:15,Santander,14,100.0, 14,El Peñon,50.43,631.0,6.0,49.56,620.0,http://plebiscito.registraduria.gov.co/99PL/DPL27075ZZZZZZZZZZZZ_L1.htm,39.77,1328.0,3339.0,1,45,1.251,5.07142857143
358,16:50:15,Santander,14,100.0, 14,El Peñon,50.43,631.0,6.0,49.56,620.0,http://plebiscito.registraduria.gov.co/99PL/DPL27075ZZZZZZZZZZZZ_L1.htm,39.77,1328.0,3339.0,1,45,1.251,5.28571428571
359,16:50:15,Santander,14,100.0, 14,El Peñon,50.43,631.0,6.0,49.56,620.0,http://plebiscito.registraduria.gov.co/99PL/DPL27075ZZZZZZZZZZZZ_L1.htm,39.77,1328.0,3339.0,1,45,1.251,15.7333333333
360,16:50:15,Bolivar,26,100.0, 26,Hatillo De Loba,49.29,1285.0,7.0,50.7,1322.0,http://plebiscito.registraduria.gov.co/99PL/DPL05026ZZZZZZZZZZZZ_L1.htm,26.88,2648.0,9848.0,7,25,2.607,5.0
361,17:05:15,Bolivar,227,100.0, 227,Magangue,37.68,9966.0,11.0,62.31,16478.0,http://plebiscito.registraduria.gov.co/99PL/DPL05028ZZZZZZZZZZZZ_L1.htm,28.76,26911.0,93554.0,44,261,26.444,956.1875
362,16:40:15,Bolivar,48,100.0, 48,Mahates,30.24,1222.0,6.0,69.75,2819.0,http://plebiscito.registraduria.gov.co/99PL/DPL05031ZZZZZZZZZZZZ_L1.htm,21.21,4121.0,19421.0,1,32,4.041,91.8571428571
363,16:45:15,Bolivar,26,100.0, 26,Margarita,40.3,919.0,7.0,59.69,1361.0,http://plebiscito.registraduria.gov.co/99PL/DPL05037ZZZZZZZZZZZZ_L1.htm,26.38,2326.0,8814.0,0,13,2.280,4.46153846154
364,17:20:15,Bolivar,92,100.0, 92,Maria La Baja,20.07,1761.0,13.0,79.92,7009.0,http://plebiscito.registraduria.gov.co/99PL/DPL05040ZZZZZZZZZZZZ_L1.htm,23.65,8940.0,37800.0,0,73,8.770,339.0625
365,17:10:15,Bolivar,92,100.0, 92,Mompos,36.87,3036.0,10.0,63.12,5198.0,http://plebiscito.registraduria.gov.co/99PL/DPL05043ZZZZZZZZZZZZ_L1.htm,23.93,8361.0,34934.0,4,68,8.234,29.8571428571
366,16:40:15,Bolivar,25,100.0, 25,Montecristo,19.29,395.0,6.0,80.7,1652.0,http://plebiscito.registraduria.gov.co/99PL/DPL05041ZZZZZZZZZZZZ_L1.htm,25.11,2099.0,8357.0,7,17,2.047,216.666666667
367,17:10:15,Bolivar,29,100.0, 29,Morales,53.25,2206.0,8.0,46.74,1936.0,http://plebiscito.registraduria.gov.co/99PL/DPL05044ZZZZZZZZZZZZ_L1.htm,38.87,4215.0,10842.0,2,39,4.142,65.4
368,17:10:15,Bolivar,29,100.0, 29,Morales,53.25,2206.0,8.0,46.74,1936.0,http://plebiscito.registraduria.gov.co/99PL/DPL05044ZZZZZZZZZZZZ_L1.htm,38.87,4215.0,10842.0,2,39,4.142,307.466666667
369,16:55:15,Cauca,49,100.0, 49,Morales,39.05,2412.0,7.0,60.94,3764.0,http://plebiscito.registraduria.gov.co/99PL/DPL11052ZZZZZZZZZZZZ_L1.htm,35.46,6612.0,18642.0,6,225,6.176,65.4
370,16:55:15,Cauca,49,100.0, 49,Morales,39.05,2412.0,7.0,60.94,3764.0,http://plebiscito.registraduria.gov.co/99PL/DPL11052ZZZZZZZZZZZZ_L1.htm,35.46,6612.0,18642.0,6,225,6.176,307.466666667
371,16:55:15,Bolivar,11,100.0, 11,Norosi,15.44,177.0,6.0,84.55,969.0,http://plebiscito.registraduria.gov.co/99PL/DPL05050ZZZZZZZZZZZZ_L1.htm,31.61,1169.0,3698.0,6,14,1.146,297.733333333
372,17:05:15,Bolivar,50,100.0, 50,Pinillos,38.8,1885.0,11.0,61.19,2973.0,http://plebiscito.registraduria.gov.co/99PL/DPL05059ZZZZZZZZZZZZ_L1.htm,30.53,4948.0,16205.0,8,41,4.858,48.3571428571
373,16:45:15,Bolivar,13,100.0, 13,Regidor,22.82,323.0,6.0,77.17,1092.0,http://plebiscito.registraduria.gov.co/99PL/DPL05063ZZZZZZZZZZZZ_L1.htm,31.99,1437.0,4492.0,5,18,1.415,14.6428571429
374,16:40:15,Bolivar,15,100.0, 15,Rioviejo,30.04,639.0,5.0,69.95,1488.0,http://plebiscito.registraduria.gov.co/99PL/DPL05065ZZZZZZZZZZZZ_L1.htm,37.05,2177.0,5875.0,7,30,2.127,82.4
375,16:50:15,Bolivar,16,100.0, 16,San Cristobal,13.25,249.0,6.0,86.74,1630.0,http://plebiscito.registraduria.gov.co/99PL/DPL05072ZZZZZZZZZZZZ_L1.htm,29.29,1893.0,6462.0,9,8,1.879,3.0
376,16:45:15,Bolivar,33,100.0, 33,San Estanislao,31.38,869.0,6.0,68.61,1900.0,http://plebiscito.registraduria.gov.co/99PL/DPL05070ZZZZZZZZZZZZ_L1.htm,20.02,2804.0,14001.0,9,19,2.769,44.0
377,16:50:15,Bolivar,25,100.0, 25,San Fernando,18.0,428.0,6.0,81.99,1949.0,http://plebiscito.registraduria.gov.co/99PL/DPL05073ZZZZZZZZZZZZ_L1.htm,30.35,2409.0,7937.0,7,15,2.377,3.14285714286
378,16:50:15,Bolivar,51,100.0, 51,San Jacinto,39.86,2477.0,8.0,60.13,3736.0,http://plebiscito.registraduria.gov.co/99PL/DPL05076ZZZZZZZZZZZZ_L1.htm,31.4,6348.0,20212.0,3,62,6.213,432.0
379,16:45:15,Bolivar,19,100.0, 19,San Jacinto Del Cauca,30.58,612.0,6.0,69.41,1389.0,http://plebiscito.registraduria.gov.co/99PL/DPL05078ZZZZZZZZZZZZ_L1.htm,29.94,2039.0,6809.0,1,18,2.001,22.5714285714
380,17:10:15,Bolivar,72,100.0, 72,San Juan Nepomuceno,39.03,3287.0,7.0,60.96,5134.0,http://plebiscito.registraduria.gov.co/99PL/DPL05079ZZZZZZZZZZZZ_L1.htm,28.58,8618.0,30146.0,1,111,8.421,466.5
381,17:20:15,Bolivar,27,100.0, 27,San Martin De Loba,30.58,856.0,10.0,69.41,1943.0,http://plebiscito.registraduria.gov.co/99PL/DPL05082ZZZZZZZZZZZZ_L1.htm,26.49,2841.0,10724.0,9,22,2.799,49.9230769231
